text,processed_text,category
What do I do?  The ATM took my card!,what do i do the atm took my card,card_swallowed
The ATM kept my card?,the atm kept my card,card_swallowed
Who do I talk to about the ATM swallowing my card?,who do i talk to about the atm swallowing my card,card_swallowed
An ATM swallowed my credit card!,an atm swallowed my credit card,card_swallowed
What do I do if the ATM swallowed my card?,what do i do if the atm swallowed my card,card_swallowed
"Please help, the atm swallowed my card, what do I do?",please help the atm swallowed my card what do i do,card_swallowed
I have lost my credit card in the ATM!,i have lost my credit card in the atm,card_swallowed
how can the money machine keep my card what do i need to do?,how can the money machine keep my card what do i need to do,card_swallowed
How do I get a new card as your machine swallowed mine!,how do i get a new card as your machine swallowed mine,card_swallowed
The ATM machine ate my card.,the atm machine ate my card,card_swallowed
how to get new card after atm eats it,how to get new card after atm eats it,card_swallowed
My card was eaten by the cash machine what do I do?,my card was eaten by the cash machine what do i do,card_swallowed
What do I do after the ATM takes my card.,what do i do after the atm takes my card,card_swallowed
How can I get my card out of the ATM?,how can i get my card out of the atm,card_swallowed
Will you please help me get my card back?,will you please help me get my card back,card_swallowed
The ATM ate my card; how do I get a new one?,the atm ate my card how do i get a new one,card_swallowed
How do I get my card back after the ATM swallowed it.,how do i get my card back after the atm swallowed it,card_swallowed
"My card is stuck in an ATM machine, how do I get it back quickly?",my card is stuck in an atm machine how do i get it back quickly,card_swallowed
atm ate my card,atm ate my card,card_swallowed
What are the steps I should take to recover my swallowed card?,what are the steps i should take to recover my swallowed card,card_swallowed
"My card is stuck inside the ATM, what am I supposed to do?",my card is stuck inside the atm what am i supposed to do,card_swallowed
What should I do with my stuck ATM?,what should i do with my stuck atm,card_swallowed
A transaction shows duplicate times.,a transaction shows duplicate times,transaction_charged_twice
There is a repeat charge for the same item,there is a repeat charge for the same item,transaction_charged_twice
How can I fix this?  There is a double charge on my account.,how can i fix this there is a double charge on my account,transaction_charged_twice
My card got charged twice for the same thing!,my card got charged twice for the same thing,transaction_charged_twice
"My husband and I went out for our weekly ""dinner and a movie,"" and it was my turn to pick up the check. Now I see that my card was charged twice. Who should I contact about negating the second charge and getting my card credited?",my husband and i went out for our weekly dinner and a movie and it was my turn to pick up the check now i see that my card was charged twice who should i contact about negating the second charge and getting my card credited,transaction_charged_twice
How do I query a payment on my card? It looks like I have paid for the same thing twice.,how do i query a payment on my card it looks like i have paid for the same thing twice,transaction_charged_twice
I have duplicated transactions on my statement,i have duplicated transactions on my statement,transaction_charged_twice
"I only made one transaction at this place, but it's appearing multiple times.",i only made one transaction at this place but it s appearing multiple times,transaction_charged_twice
"One of my charges was declined, but the second one went through.  But I notice on my App that one of them has gone through, and the other one is still pending.  Please ensure that only one charge is processed. Thanks",one of my charges was declined but the second one went through but i notice on my app that one of them has gone through and the other one is still pending please ensure that only one charge is processed thanks,transaction_charged_twice
What do I do if I've been charged twice for the same transaction?,what do i do if i ve been charged twice for the same transaction,transaction_charged_twice
"I think I was charged twice, please help!",i think i was charged twice please help,transaction_charged_twice
I think there is a mistake.  I am being charged twice.,i think there is a mistake i am being charged twice,transaction_charged_twice
"My transaction history is looking a little off. I have been charged twice for multiple different purchases, and would like to have those duplicate charges refunded.",my transaction history is looking a little off i have been charged twice for multiple different purchases and would like to have those duplicate charges refunded,transaction_charged_twice
I was charged for the same thing twice,i was charged for the same thing twice,transaction_charged_twice
My account was charged twice for one purchase,my account was charged twice for one purchase,transaction_charged_twice
"I was charged twice for a restaurant, can you take the second charge off?",i was charged twice for a restaurant can you take the second charge off,transaction_charged_twice
I have a transaction that shows multiple times.,i have a transaction that shows multiple times,transaction_charged_twice
What happens when I am charged twice?,what happens when i am charged twice,transaction_charged_twice
I have been charged twice for the same transaction.,i have been charged twice for the same transaction,transaction_charged_twice
How do I get my money back for a duplicated charge?,how do i get my money back for a duplicated charge,transaction_charged_twice
I have a duplicate payment on my card.,i have a duplicate payment on my card,transaction_charged_twice
Several items I have charged this week are appearing twice.  Please review my statement and remove any duplicate charges.,several items i have charged this week are appearing twice please review my statement and remove any duplicate charges,transaction_charged_twice
I have a transaction showing multiple times.,i have a transaction showing multiple times,transaction_charged_twice
"Hi, I just looked at my card transactions and saw that I've been charged twice for a restaurant I went to this week. Can you remove the double charge, please?",hi i just looked at my card transactions and saw that i ve been charged twice for a restaurant i went to this week can you remove the double charge please,transaction_charged_twice
I have been double charged,i have been double charged,transaction_charged_twice
I was double charged at a restaurant can you take the second charge off?,i was double charged at a restaurant can you take the second charge off,transaction_charged_twice
I have a duplicate charge,i have a duplicate charge,transaction_charged_twice
I got charged two times for a transaction,i got charged two times for a transaction,transaction_charged_twice
What happens with the duplicate charge in my account?,what happens with the duplicate charge in my account,transaction_charged_twice
Why have I been charged twice?,why have i been charged twice,transaction_charged_twice
I have two of the same charges on my account!,i have two of the same charges on my account,transaction_charged_twice
Why am I being charged for the same thing twice?,why am i being charged for the same thing twice,transaction_charged_twice
Who do I talk to for transactions debited twice?,who do i talk to for transactions debited twice,transaction_charged_twice
There is a duplicate charge on my account.,there is a duplicate charge on my account,transaction_charged_twice
I have been charged twice this week for a couple of things on my card. Can you please check this out for me and return the double charged items back?,i have been charged twice this week for a couple of things on my card can you please check this out for me and return the double charged items back,transaction_charged_twice
I got charged twice for the same payment. Please removed the pending payment. Thank you.,i got charged twice for the same payment please removed the pending payment thank you,transaction_charged_twice
I think I got charged twice for the same thing,i think i got charged twice for the same thing,transaction_charged_twice
It looks like I was charged twice for a single transaction,it looks like i was charged twice for a single transaction,transaction_charged_twice
"I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back?",i had a duplicate card and bought something and it showed up twice i canceled my card how do i get my money back,transaction_charged_twice
There is a transaction showing up several times.,there is a transaction showing up several times,transaction_charged_twice
Transaction showing up many times.,transaction showing up many times,transaction_charged_twice
"Looks like my card payment was made twice by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",looks like my card payment was made twice by mistake i went to pay at the store earlier which rejected once second time it worked app is on pending for one of the payments can you please remove one of them as it s wrong and clearly was declined,transaction_charged_twice
Please tell me why the same transaction is showing up on my account more than once.,please tell me why the same transaction is showing up on my account more than once,transaction_charged_twice
I have duplicate charges for the same transaction,i have duplicate charges for the same transaction,transaction_charged_twice
I got double charged!,i got double charged,transaction_charged_twice
"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once, second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",looks like my card payment was duplicated after all i went to pay at the store earlier got declined once second time it works app still stays pending for one of the payments can you please remove one of them as it s wrong and clearly was declined,transaction_charged_twice
There are two of the same charges on my account.,there are two of the same charges on my account,transaction_charged_twice
"Hello, I just checked my card transactions and saw that I was charged twice for a restaurant visit I did earlier this week. Is it possible to remove one of them and get my false paid money pack?",hello i just checked my card transactions and saw that i was charged twice for a restaurant visit i did earlier this week is it possible to remove one of them and get my false paid money pack,transaction_charged_twice
"I'm really concerned because I only made one transaction, but it's appearing multiple times.",i m really concerned because i only made one transaction but it s appearing multiple times,transaction_charged_twice
"Hello,  I am a college student who I recently attended my high school reunion at a local restaurant. I paid with my credit card and now my transaction history reflects a second charge of the seemingly same payment. What could be the reason for this?  Is there any way to have the fraudulent  payment credited back onto my card?",hello i am a college student who i recently attended my high school reunion at a local restaurant i paid with my credit card and now my transaction history reflects a second charge of the seemingly same payment what could be the reason for this is there any way to have the fraudulent payment credited back onto my card,transaction_charged_twice
I was charged twice for an in-store purchase that I thought was declined.  My App says that it's still pending for one of the payments. Please make sure one of the charges is removed.,i was charged twice for an in store purchase that i thought was declined my app says that it s still pending for one of the payments please make sure one of the charges is removed,transaction_charged_twice
"Good day, in reviewing my credit card activity over the last several days, I see a repeated charge for a restaurant that I went to. The charge was put through twice, so I would like one of the charges corrected and the amount that was withdrawn to be reinstated please.",good day in reviewing my credit card activity over the last several days i see a repeated charge for a restaurant that i went to the charge was put through twice so i would like one of the charges corrected and the amount that was withdrawn to be reinstated please,transaction_charged_twice
Why do I have duplicate transactions for one purchase?,why do i have duplicate transactions for one purchase,transaction_charged_twice
I have a payment that shows twice,i have a payment that shows twice,transaction_charged_twice
I have been overcharged.,i have been overcharged,transaction_charged_twice
I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back.,i have noticed that my account was double charged for a couple of items this week please review and refund the double charged items back,transaction_charged_twice
Why was I double charged?,why was i double charged,transaction_charged_twice
There's a duplicate charge on my account?,there s a duplicate charge on my account,transaction_charged_twice
Why does the same transaction appear multiple times?,why does the same transaction appear multiple times,transaction_charged_twice
Why did I get charged twice for the same thing,why did i get charged twice for the same thing,transaction_charged_twice
I have been charged two times for one transaction.,i have been charged two times for one transaction,transaction_charged_twice
Duplicate transactions appear on my account,duplicate transactions appear on my account,transaction_charged_twice
I made a payment and it is showing up twice,i made a payment and it is showing up twice,transaction_charged_twice
I was charged several times for something,i was charged several times for something,transaction_charged_twice
My card is showing the same transaction over and over again.,my card is showing the same transaction over and over again,transaction_charged_twice
A transaction is showing more than once.,a transaction is showing more than once,transaction_charged_twice
I was charged multiple times at the same location at the same time,i was charged multiple times at the same location at the same time,transaction_charged_twice
Hello. I checked my transactions and saw I was double charged for a restaurant visit. Can I get my money back?,hello i checked my transactions and saw i was double charged for a restaurant visit can i get my money back,transaction_charged_twice
"Hi, I was at a restaurant later the week and when I went to look at my account I noticed that I got charged twice. I would like to get my money back from one of those transactions.",hi i was at a restaurant later the week and when i went to look at my account i noticed that i got charged twice i would like to get my money back from one of those transactions,transaction_charged_twice
I was charged twice.,i was charged twice,transaction_charged_twice
I was charged twice for the same purchase!,i was charged twice for the same purchase,transaction_charged_twice
I was charged multiple times for one transaction.,i was charged multiple times for one transaction,transaction_charged_twice
I got charged twice with a duplicate card. How do I resolve this?,i got charged twice with a duplicate card how do i resolve this,transaction_charged_twice
I was charged more than once for a card payment I made.,i was charged more than once for a card payment i made,transaction_charged_twice
there were two of the same charge to my account,there were two of the same charge to my account,transaction_charged_twice
I was charged more than once in a single transaction,i was charged more than once in a single transaction,transaction_charged_twice
You charged me more than once for the same transaction!,you charged me more than once for the same transaction,transaction_charged_twice
Why do I have a transaction showing up more than once?,why do i have a transaction showing up more than once,transaction_charged_twice
Why was I charged twice for my item!,why was i charged twice for my item,transaction_charged_twice
My account is showing a double charge.,my account is showing a double charge,transaction_charged_twice
Why did my card get charged twice for a transaction?,why did my card get charged twice for a transaction,transaction_charged_twice
Why am I being charged again?,why am i being charged again,transaction_charged_twice
"I was charged twice, when I didn't purchase anything twice.",i was charged twice when i didn t purchase anything twice,transaction_charged_twice
One of my payments was doubled,one of my payments was doubled,transaction_charged_twice
I think I was double charged,i think i was double charged,transaction_charged_twice
"I should only have one charge, but it shows two.",i should only have one charge but it shows two,transaction_charged_twice
"My account shows I have been charged twice for the same meal. How do I get the second payment voided and returned to me? I do not eat out much and my family is living paycheck to paycheck,  mostly. I cannot afford to spend more money than necessary, as is, so I must see to it that the cost be promptly credited back onto my card.",my account shows i have been charged twice for the same meal how do i get the second payment voided and returned to me i do not eat out much and my family is living paycheck to paycheck mostly i can not afford to spend more money than necessary as is so i must see to it that the cost be promptly credited back onto my card,transaction_charged_twice
What do I do if I have been charged twice?,what do i do if i have been charged twice,transaction_charged_twice
I was charged two times for the same thing.,i was charged two times for the same thing,transaction_charged_twice
"Hi, I was looking over my card receipts for the past week and I realize I had a charge put through two times for the same single restaurant visit. Can one of the charges be removed so that I can get the money back that was mistakenly taken from my account?",hi i was looking over my card receipts for the past week and i realize i had a charge put through two times for the same single restaurant visit can one of the charges be removed so that i can get the money back that was mistakenly taken from my account,transaction_charged_twice
Can you help me? I have a duplicate transaction on my account and I don't understand why.,can you help me i have a duplicate transaction on my account and i don t understand why,transaction_charged_twice
Why does a payment show up twice?,why does a payment show up twice,transaction_charged_twice
There is the same transaction showing more than once.,there is the same transaction showing more than once,transaction_charged_twice
Why am i being double charged for something?,why am i being double charged for something,transaction_charged_twice
I see a duplicate payment.,i see a duplicate payment,transaction_charged_twice
Will the duplicated payment be refunded?,will the duplicated payment be refunded,transaction_charged_twice
I have been charged twice on my statement.,i have been charged twice on my statement,transaction_charged_twice
I am concerned that I am being doubled charged for several items purchased in the past week.  Please review my statement and correct.,i am concerned that i am being doubled charged for several items purchased in the past week please review my statement and correct,transaction_charged_twice
"I went to the store and tried to make a purchase.  The first time, it was declined, but the second one went through.  But my App shows me that I've already been charged once and the second charge is still pending.  Can you make sure that I'm not charged twice?",i went to the store and tried to make a purchase the first time it was declined but the second one went through but my app shows me that i ve already been charged once and the second charge is still pending can you make sure that i m not charged twice,transaction_charged_twice
Why was I charged twice?,why was i charged twice,transaction_charged_twice
I was charged multiple times for one purchase,i was charged multiple times for one purchase,transaction_charged_twice
Why have I been charged more than once for the same transaction?,why have i been charged more than once for the same transaction,transaction_charged_twice
"Hi, I was just checking over my card transactions and notice I was charged twice for a restaurant visit this week. Can you please remove one of these false charges from my account?",hi i was just checking over my card transactions and notice i was charged twice for a restaurant visit this week can you please remove one of these false charges from my account,transaction_charged_twice
Please delete the duplicate payment that was made to my account. One payment is still pending and I do not want to pay twice.,please delete the duplicate payment that was made to my account one payment is still pending and i do not want to pay twice,transaction_charged_twice
A payment is showing twice. Why is that?,a payment is showing twice why is that,transaction_charged_twice
"Hello, I was just went through my recent transaction on my bank account and I just noticed that I was charged twice at a place that ate at this past week. Can I get that second transaction removed from my account?",hello i was just went through my recent transaction on my bank account and i just noticed that i was charged twice at a place that ate at this past week can i get that second transaction removed from my account,transaction_charged_twice
I received duplicate charges.,i received duplicate charges,transaction_charged_twice
Why am I getting double charged for multiple transactions?,why am i getting double charged for multiple transactions,transaction_charged_twice
After taking over my card transactions I noticed that was charged twice for a restaurant purchased from earlier this week. Can you please remove one of these transactions from my account since it is not accurate?,after taking over my card transactions i noticed that was charged twice for a restaurant purchased from earlier this week can you please remove one of these transactions from my account since it is not accurate,transaction_charged_twice
I made a payment and it appears it is showing twice,i made a payment and it appears it is showing twice,transaction_charged_twice
"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you remove one of them as it's wrong and clearly was declined?",looks like my card payment was duplicated after all i went to pay at the store earlier got declined once second time it works app still stays pending for one of the payments can you remove one of them as it s wrong and clearly was declined,transaction_charged_twice
I noticed that my card was charged more than once for one thing.,i noticed that my card was charged more than once for one thing,transaction_charged_twice
"I got double charged from something, what can I do?",i got double charged from something what can i do,transaction_charged_twice
"Hi, I checked my transactions and saw that I was charged twice during a restaurant visit. I would like to get my money back.",hi i checked my transactions and saw that i was charged twice during a restaurant visit i would like to get my money back,transaction_charged_twice
Why did I get charged more than once?,why did i get charged more than once,transaction_charged_twice
Why do I have a transaction showing multiple times?,why do i have a transaction showing multiple times,transaction_charged_twice
"Help, I was charged twice!",help i was charged twice,transaction_charged_twice
Hi. Please can you help me fix a double charge on my card? I'm looking at my transactions and this restaurant I went to earlier in the week has charged me twice! Please remove the additional charge for me.,hi please can you help me fix a double charge on my card i m looking at my transactions and this restaurant i went to earlier in the week has charged me twice please remove the additional charge for me,transaction_charged_twice
There is a duplicate payment on my card. Why?,there is a duplicate payment on my card why,transaction_charged_twice
To many charges on my card how do I go about fixing that?,to many charges on my card how do i go about fixing that,transaction_charged_twice
There are two of the same charge on my statement.,there are two of the same charge on my statement,transaction_charged_twice
My statement shows different transaction times.,my statement shows different transaction times,transaction_charged_twice
I have a transaction showing up multiple times.,i have a transaction showing up multiple times,transaction_charged_twice
My card is showing multiple charges for the same items on my recent statement. I was wondering what actions of needed to take to fix this issue,my card is showing multiple charges for the same items on my recent statement i was wondering what actions of needed to take to fix this issue,transaction_charged_twice
My card was declined but it shows as multiple charges?,my card was declined but it shows as multiple charges,transaction_charged_twice
It appears as though my card payment was duplicated. I paid at the store earlier today. The first time it was declined and the second time it worked. The app is still showing one of the payments to be pending. Please take one of these off because clearly the first was declined and is not correct.,it appears as though my card payment was duplicated i paid at the store earlier today the first time it was declined and the second time it worked the app is still showing one of the payments to be pending please take one of these off because clearly the first was declined and is not correct,transaction_charged_twice
What do I do if a transaction shows up twice?,what do i do if a transaction shows up twice,transaction_charged_twice
Hi. I noticed I have a duplicate charge which I have not made twice. Who should I talk to take care of this?,hi i noticed i have a duplicate charge which i have not made twice who should i talk to take care of this,transaction_charged_twice
There is a payment that I was charged two times for.,there is a payment that i was charged two times for,transaction_charged_twice
I got charged in double and want a refund,i got charged in double and want a refund,transaction_charged_twice
I have multiple of the same transaction,i have multiple of the same transaction,transaction_charged_twice
There is more than one charge on my account for a transaction.,there is more than one charge on my account for a transaction,transaction_charged_twice
I need a transaction reversed from my account.,i need a transaction reversed from my account,transaction_charged_twice
"It seems my card payment was completed twice. I paid at the store previously and the first one did not seem to go through. After a second attempt, it did go through. I now see within the app that I have been charged twice with one of them pending. Can you please remove the pending amount because it is clearly something that was declined?",it seems my card payment was completed twice i paid at the store previously and the first one did not seem to go through after a second attempt it did go through i now see within the app that i have been charged twice with one of them pending can you please remove the pending amount because it is clearly something that was declined,transaction_charged_twice
I have been charged for one thing two times.,i have been charged for one thing two times,transaction_charged_twice
How come there is a duplicate charge on my card?,how come there is a duplicate charge on my card,transaction_charged_twice
Why was I charged twice for the same thing?,why was i charged twice for the same thing,transaction_charged_twice
I have a duplicate payment on my account,i have a duplicate payment on my account,transaction_charged_twice
Why does my statement show various transaction times?,why does my statement show various transaction times,transaction_charged_twice
Why are there multiple transactions showing for one purchase?,why are there multiple transactions showing for one purchase,transaction_charged_twice
I was double-charged for a transaction,i was double charged for a transaction,transaction_charged_twice
Why do I have two charges It should only be one charge?,why do i have two charges it should only be one charge,transaction_charged_twice
My bill shows the same charge more than once,my bill shows the same charge more than once,transaction_charged_twice
"I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges?",i went for a meal in seattle and paid the bill but i think they charged me twice the first time they swiped the card i got a notification to say the money had gone out the account but then i added a tip and i think they swiped it all again can you refund one of the charges,transaction_charged_twice
A transaction posted twice to my account.,a transaction posted twice to my account,transaction_charged_twice
I noticed a duplicate charge on my statement.,i noticed a duplicate charge on my statement,transaction_charged_twice
"Hey there, I just went through my most recent credit card payments and I notice the same charge for a restaurant was processed twice. There was only one meal at this place, so I would like one of the charges to be reversed and my money to be put back in the account.",hey there i just went through my most recent credit card payments and i notice the same charge for a restaurant was processed twice there was only one meal at this place so i would like one of the charges to be reversed and my money to be put back in the account,transaction_charged_twice
I was charged twice for the same thing.,i was charged twice for the same thing,transaction_charged_twice
Is there a reason to why I was charged twice for a transaction?,is there a reason to why i was charged twice for a transaction,transaction_charged_twice
There are duplicate transactions on my account,there are duplicate transactions on my account,transaction_charged_twice
My transaction is showing several times.,my transaction is showing several times,transaction_charged_twice
"Looks like my card payment was made two time by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",looks like my card payment was made two time by mistake i went to pay at the store earlier which rejected once second time it worked app is on pending for one of the payments can you please remove one of them as it s wrong and clearly was declined,transaction_charged_twice
"In reviewing my statement, I show I have two charges for the same purchase at the same time, which I have not made in duplicate? How do I get this solved?",in reviewing my statement i show i have two charges for the same purchase at the same time which i have not made in duplicate how do i get this solved,transaction_charged_twice
"Looks like my card payment was made twice by mistake. I paid at the store earlier which rejected once, second time it worked. App stays at pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",looks like my card payment was made twice by mistake i paid at the store earlier which rejected once second time it worked app stays at pending for one of the payments can you please remove one of them as it s wrong and clearly was declined,transaction_charged_twice
"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and was declined?",looks like my card payment was duplicated after all i went to pay at the store earlier got declined once second time it works app still stays pending for one of the payments can you please remove one of them as it s wrong and was declined,transaction_charged_twice
I was charged twice for a few things this week when I only bought one. What do I do?,i was charged twice for a few things this week when i only bought one what do i do,transaction_charged_twice
"I have been double charged for a couple of things this week, and would appreciate a refund for the duplicate charges.",i have been double charged for a couple of things this week and would appreciate a refund for the duplicate charges,transaction_charged_twice
How do a reverse a duplicated charge?,how do a reverse a duplicated charge,transaction_charged_twice
The first payment I attempted for my card at the store earlier did not process so I had to make a second attempt. The second time it worked. It now appears I was charged twice. After looking at the app I see a pending charge. Please remove the pending amount because it is clearly not accurate and was declined.,the first payment i attempted for my card at the store earlier did not process so i had to make a second attempt the second time it worked it now appears i was charged twice after looking at the app i see a pending charge please remove the pending amount because it is clearly not accurate and was declined,transaction_charged_twice
I've got a repeated tranasaction on my card.,i ve got a repeated tranasaction on my card,transaction_charged_twice
I got charged twice,i got charged twice,transaction_charged_twice
I have a transaction showing up more than once.,i have a transaction showing up more than once,transaction_charged_twice
Can you explain the various transaction times shown on my statement?,can you explain the various transaction times shown on my statement,transaction_charged_twice
I was charged too many times for one transaction.,i was charged too many times for one transaction,transaction_charged_twice
Who should I talk to or go to resolve a duplicate charge on my statement?,who should i talk to or go to resolve a duplicate charge on my statement,transaction_charged_twice
Why was I charged twice for the same transaction?,why was i charged twice for the same transaction,transaction_charged_twice
Looking at my statement I see that I was double charged for a payment I made.,looking at my statement i see that i was double charged for a payment i made,transaction_charged_twice
I have been charged twice for the same thing!,i have been charged twice for the same thing,transaction_charged_twice
I think I was charged double for something I bought - how long should I wait before reporting this?,i think i was charged double for something i bought how long should i wait before reporting this,transaction_charged_twice
Why is there a payment showing twice?,why is there a payment showing twice,transaction_charged_twice
A duplicated payment was made for something.,a duplicated payment was made for something,transaction_charged_twice
Why is there are there two of the same transaction?,why is there are there two of the same transaction,transaction_charged_twice
My account seems a bit off and getting weird charges.,my account seems a bit off and getting weird charges,transaction_charged_twice
I have have multiple charges for one transaction.,i have have multiple charges for one transaction,transaction_charged_twice
Hello. I just noticed I was charged two times for a restaurant I visited this week. Can you reverse the additional charge?,hello i just noticed i was charged two times for a restaurant i visited this week can you reverse the additional charge,transaction_charged_twice
where exactly does money come from,where exactly does money come from,verify_source_of_funds
Where did my money come from?,where did my money come from,verify_source_of_funds
Can I check to see where the funds came from?,can i check to see where the funds came from,verify_source_of_funds
What are the sources for the funds in my account?,what are the sources for the funds in my account,verify_source_of_funds
need to know where money comes from,need to know where money comes from,verify_source_of_funds
Show me how to look at the source of my current funds?,show me how to look at the source of my current funds,verify_source_of_funds
Can I trace where my funds came from?,can i trace where my funds came from,verify_source_of_funds
I have to verify my source of funds.,i have to verify my source of funds,verify_source_of_funds
who can put money in my account?,who can put money in my account,verify_source_of_funds
Can I see where my money came from?,can i see where my money came from,verify_source_of_funds
My source of funds need verification.,my source of funds need verification,verify_source_of_funds
What source do my fund come from?,what source do my fund come from,verify_source_of_funds
Can you tell me where my readily available cash has come from?,can you tell me where my readily available cash has come from,verify_source_of_funds
I would like to know where my source of funds came from.,i would like to know where my source of funds came from,verify_source_of_funds
What is my source of funds?,what is my source of funds,verify_source_of_funds
where to i get my funds from?,where to i get my funds from,verify_source_of_funds
"I need to know this, where do my funds come from?",i need to know this where do my funds come from,verify_source_of_funds
What information do I need to see my source of money?,what information do i need to see my source of money,verify_source_of_funds
How will I know where my funds are coming from?,how will i know where my funds are coming from,verify_source_of_funds
How can I tell where the money came from?,how can i tell where the money came from,verify_source_of_funds
Is there a way to view the history on where my funds came from?,is there a way to view the history on where my funds came from,verify_source_of_funds
Can I see the source of my available money?,can i see the source of my available money,verify_source_of_funds
I require verification for my source of funds.,i require verification for my source of funds,verify_source_of_funds
what is source of my money,what is source of my money,verify_source_of_funds
How can I look at where my available cash is coming from?,how can i look at where my available cash is coming from,verify_source_of_funds
Where can I find information about where my money came from?,where can i find information about where my money came from,verify_source_of_funds
Where can I see where funds came from?,where can i see where funds came from,verify_source_of_funds
Who is giving me my money?,who is giving me my money,verify_source_of_funds
Where do I go to see the source of my available money?,where do i go to see the source of my available money,verify_source_of_funds
Is there a way for me to check my balance?,is there a way for me to check my balance,verify_source_of_funds
I need to know where do my funds come from,i need to know where do my funds come from,verify_source_of_funds
Where do my available funds come from?,where do my available funds come from,verify_source_of_funds
What kind of security protects my money?,what kind of security protects my money,verify_source_of_funds
Can you tell me how I would go about learning where my funds came from?,can you tell me how i would go about learning where my funds came from,verify_source_of_funds
Can I track history on funds?,can i track history on funds,verify_source_of_funds
where can I see who sent me funds,where can i see who sent me funds,verify_source_of_funds
What do I need to do to verify my funds?,what do i need to do to verify my funds,verify_source_of_funds
My source of funds require verification.,my source of funds require verification,verify_source_of_funds
"my money, where is it coming from?",my money where is it coming from,verify_source_of_funds
I need to know where my funds come from.,i need to know where my funds come from,verify_source_of_funds
I would like to know where the funds are at.,i would like to know where the funds are at,verify_source_of_funds
help me find where this money came from,help me find where this money came from,verify_source_of_funds
What do I need to see my source of money?,what do i need to see my source of money,verify_source_of_funds
Is there a way to see where my money originally came from?,is there a way to see where my money originally came from,verify_source_of_funds
where are the transfers originating,where are the transfers originating,verify_source_of_funds
How do I verify my source of funds?,how do i verify my source of funds,verify_source_of_funds
I want to know where my money comes from.,i want to know where my money comes from,verify_source_of_funds
I need to verify the source of funds.,i need to verify the source of funds,verify_source_of_funds
How do I verify the source of my funds?,how do i verify the source of my funds,verify_source_of_funds
How can I lookup the source for my available money?,how can i lookup the source for my available money,verify_source_of_funds
I need to see where my money came from.,i need to see where my money came from,verify_source_of_funds
Are there steps to see where my funds come from?,are there steps to see where my funds come from,verify_source_of_funds
I would like to verify my source of funds.,i would like to verify my source of funds,verify_source_of_funds
How do I find out where my funds came from?,how do i find out where my funds came from,verify_source_of_funds
Can I see where my money is being transferred from?,can i see where my money is being transferred from,verify_source_of_funds
I would like to know how to work out where my funds came from?,i would like to know how to work out where my funds came from,verify_source_of_funds
Where can I see where my funds came from?,where can i see where my funds came from,verify_source_of_funds
Is there a way to tell where the money came from?,is there a way to tell where the money came from,verify_source_of_funds
need to verify source of funds,need to verify source of funds,verify_source_of_funds
How do I know where my money comes from?,how do i know where my money comes from,verify_source_of_funds
How can I find the source for my available funds and money?,how can i find the source for my available funds and money,verify_source_of_funds
Why do I need to verify my funds?,why do i need to verify my funds,verify_source_of_funds
My funds must be verified,my funds must be verified,verify_source_of_funds
how do i track the moeney,how do i track the moeney,verify_source_of_funds
What is the source of funds for my money?,what is the source of funds for my money,verify_source_of_funds
How do I know where my funds come from?,how do i know where my funds come from,verify_source_of_funds
Can you tell me how to tell where my funds come from?,can you tell me how to tell where my funds come from,verify_source_of_funds
Can I see my available money?,can i see my available money,verify_source_of_funds
is there a way to see where funds come from,is there a way to see where funds come from,verify_source_of_funds
Is there a way to see my money's source?,is there a way to see my money s source,verify_source_of_funds
Please verify my source of funds.,please verify my source of funds,verify_source_of_funds
I must verify the source of my funds,i must verify the source of my funds,verify_source_of_funds
where can I get the info for my funds,where can i get the info for my funds,verify_source_of_funds
Can you tell me where my funds come from?,can you tell me where my funds come from,verify_source_of_funds
Is there a way to lookup where funds came from?,is there a way to lookup where funds came from,verify_source_of_funds
Verify my source of funds?,verify my source of funds,verify_source_of_funds
How can I prove the source of my funds?,how can i prove the source of my funds,verify_source_of_funds
How can I know where did my funds come from?,how can i know where did my funds come from,verify_source_of_funds
How can I receive verification for the source of my funds?,how can i receive verification for the source of my funds,verify_source_of_funds
where is this money from,where is this money from,verify_source_of_funds
How can I tell the source for my available funds?,how can i tell the source for my available funds,verify_source_of_funds
